FighterId,FirstName,LastName,Nickname,WeightClass,BirthDate,Height,Weight,Reach,Wins,Losses,Draws,NoContests,TechnicalKnockouts,TechnicalKnockoutLosses,Submissions,SubmissionLosses,TitleWins,TitleLosses,TitleDraws,CareerStats.FighterId,CareerStats.FirstName,CareerStats.LastName,CareerStats.SigStrikesLandedPerMinute,CareerStats.SigStrikeAccuracy,CareerStats.TakedownAverage,CareerStats.SubmissionAverage,CareerStats.KnockoutPercentage,CareerStats.TechnicalKnockoutPercentage,CareerStats.DecisionPercentage
140000151,Zak,Ottow,The Barbarian,Welterweight,1986-12-22T00:00:00,71.0,170.0,72.0,17.0,7.0,0.0,0.0,7.0,10.0,15.0,2.0,0.0,0.0,0.0,140000151.0,Zak,Ottow,6.3,56.9,2.3,0.9,9.9,9.9,19.3
140000152,Matt,Schnell,Danger,Flyweight,1990-01-15T00:00:00,68.0,136.0,70.0,15.0,6.0,0.0,0.0,5.0,7.0,12.0,2.0,2.0,0.0,0.0,140000152.0,Matt,Schnell,10.1,68.6,0.9,2.3,0.0,0.0,22.1
140000153,Louis,Smolka,Da Last Samurai,Bantamweight,1991-07-16T00:00:00,69.0,135.0,68.0,17.0,7.0,0.0,0.0,12.0,0.0,11.0,7.0,0.0,0.0,0.0,140000153.0,Louis,Smolka,10.6,79.4,4.4,4.6,25.7,25.7,12.9
140000154,Maurice,Greene,The Crochet Boss,Heavyweight,1986-07-05T00:00:00,79.0,237.0,80.0,9.0,7.0,0.0,0.0,5.0,5.0,12.0,5.0,0.0,2.0,0.0,140000154.0,Maurice,Greene,7.8,80.9,0.0,1.0,14.9,14.9,14.9
140000155,Jeff,Hughes,Lights Out,Heavyweight,1988-05-17T00:00:00,74.0,258.0,77.0,10.0,4.0,0.0,1.0,10.0,2.0,2.0,2.0,5.0,0.0,0.0,140000155.0,Jeff,Hughes,9.4,79.1,1.7,0.0,0.0,0.0,0.0
140000156,Grant,Dawson,KGD,Featherweight,1994-02-20T00:00:00,70.0,156.0,72.0,17.0,1.0,0.0,0.0,10.0,2.0,17.0,0.0,0.0,0.0,0.0,140000156.0,Grant,Dawson,8.1,93.9,8.2,3.8,13.3,13.3,17.2
140000157,Julian,Erosa,Juicy J,Featherweight,1989-07-31T00:00:00,73.0,145.0,74.5,25.0,10.0,0.0,0.0,17.0,14.0,17.0,0.0,0.0,2.0,0.0,140000157.0,Julian,Erosa,12.2,80.6,3.1,2.1,13.6,13.6,6.8
140000160,Sergio,Moraes,The Panther,Welterweight,1982-07-23T00:00:00,72.0,170.0,72.0,14.0,7.0,1.0,0.0,2.0,12.0,12.0,0.0,0.0,2.0,0.0,140000160.0,Sergio,Moraes,5.8,65.8,2.9,1.0,11.3,11.3,29.4
140000162,Tim,Boetsch,The Barbarian,Middleweight,1981-01-28T00:00:00,72.0,185.0,74.0,21.0,13.0,0.0,0.0,20.0,10.0,7.0,12.0,0.0,0.0,0.0,140000162.0,Tim,Boetsch,7.0,94.2,3.5,1.8,31.8,31.8,22.7
140000163,Omari,Akhmedov,Wolverine,Middleweight,1987-10-12T00:00:00,72.0,185.0,73.0,21.0,6.0,1.0,0.0,11.0,5.0,14.0,5.0,0.0,0.0,0.0,140000163.0,Omari,Akhmedov,7.1,66.4,6.2,0.6,11.0,11.0,33.1
140000167,Blagoy,Ivanov,Baga,Heavyweight,1986-10-09T00:00:00,71.0,255.0,73.0,18.0,4.0,0.0,1.0,14.0,0.0,14.0,2.0,10.0,0.0,0.0,140000167.0,Blagoy,Ivanov,7.9,69.2,2.5,0.4,0.0,0.0,13.4
140000168,Tim,Means,The Dirty Bird,Welterweight,1984-02-20T00:00:00,74.0,170.0,75.0,32.0,12.0,1.0,1.0,29.0,5.0,12.0,12.0,0.0,0.0,0.0,140000168.0,Tim,Means,12.1,84.3,2.2,0.4,16.8,16.8,23.5
140000169,Niko,Price,The Hybrid,Welterweight,1989-09-29T00:00:00,72.0,169.0,76.0,14.0,5.0,0.0,2.0,15.0,7.0,7.0,2.0,0.0,0.0,0.0,140000169.0,Niko,Price,12.6,71.4,1.8,2.2,29.4,29.4,0.0
140000170,Elizeu,Zaleski dos Santos,Capoeira,Welterweight,1986-12-11T00:00:00,71.0,170.0,73.0,22.0,7.0,0.0,0.0,22.0,2.0,7.0,5.0,0.0,0.0,0.0,140000170.0,Elizeu,Zaleski dos Santos,9.7,63.9,1.4,1.1,16.0,16.0,21.3
140000171,Curtis,Millender,Curtious,Welterweight,1987-12-01T00:00:00,74.0,170.0,78.0,18.0,8.0,0.0,0.0,14.0,0.0,0.0,12.0,0.0,0.0,0.0,140000171.0,Curtis,Millender,9.2,72.2,1.0,0.0,10.8,10.8,14.0
140000172,Junior,Dos Santos,Cigano,Heavyweight,1984-01-30T00:00:00,76.0,246.0,77.0,21.0,9.0,0.0,0.0,23.0,11.0,2.0,2.0,5.0,7.0,0.0,140000172.0,Junior,Dos Santos,10.7,77.0,0.7,0.1,51.5,51.5,25.7
140000173,Derrick,Lewis,The Black Beast,Heavyweight,1985-02-07T00:00:00,75.0,264.0,79.0,25.0,8.0,0.0,1.0,31.0,12.0,2.0,2.0,2.0,5.0,0.0,140000173.0,Derrick,Lewis,5.9,80.5,1.2,0.0,54.5,54.5,18.2
140000174,Nad,Narimani,Smiler,Featherweight,1987-04-14T00:00:00,68.0,150.0,70.0,12.0,4.0,0.0,0.0,5.0,2.0,12.0,0.0,2.0,2.0,0.0,140000174.0,Nad,Narimani,7.9,66.0,4.6,0.0,0.0,0.0,19.3
140000178,Dan,Ige,50K,Featherweight,1991-08-06T00:00:00,67.0,146.0,71.0,15.0,4.0,0.0,0.0,10.0,0.0,12.0,0.0,0.0,0.0,0.0,140000178.0,Dan,Ige,9.1,80.3,3.3,1.0,16.3,16.3,32.5
140000179,Danny,Henry,The Hatchet,Featherweight,1988-07-17T00:00:00,72.0,145.0,73.0,12.0,4.0,0.0,0.0,12.0,0.0,12.0,5.0,0.0,0.0,0.0,140000179.0,Danny,Henry,12.4,80.3,1.8,5.3,0.0,0.0,14.9
140000181,Nicolae,Negumereanu,Nick,Light Heavyweight,1994-09-04T00:00:00,72.0,205.0,78.0,10.0,1.0,0.0,0.0,14.0,0.0,7.0,0.0,0.0,0.0,0.0,140000181.0,Nicolae,Negumereanu,6.5,70.7,1.2,0.0,0.0,0.0,14.0
140000182,Joe,Duffy,Irish,Lightweight,1988-02-18T00:00:00,70.0,155.0,73.0,16.0,5.0,0.0,0.0,10.0,2.0,15.0,5.0,0.0,0.0,0.0,140000182.0,Joe,Duffy,6.4,53.1,2.3,1.7,11.3,11.3,11.3
140000183,Marc,Diakiese,Bonecrusher,Lightweight,1993-03-16T00:00:00,70.0,155.0,73.0,14.0,4.0,0.0,0.0,14.0,0.0,2.0,2.0,0.0,0.0,0.0,140000183.0,Marc,Diakiese,7.3,60.3,5.1,0.0,17.2,17.2,25.7
140000184,Jordan,Rinaldi,All Day,Lightweight,1987-09-25T00:00:00,70.0,145.0,72.0,14.0,7.0,0.0,0.0,2.0,5.0,12.0,2.0,0.0,2.0,0.0,140000184.0,Jordan,Rinaldi,3.7,54.4,3.5,2.8,0.0,0.0,11.3
140000185,Arnold,Allen,Almighty,Featherweight,1994-01-22T00:00:00,68.0,145.0,70.0,17.0,1.0,0.0,0.0,12.0,0.0,10.0,0.0,0.0,0.0,0.0,140000185.0,Arnold,Allen,7.1,70.2,3.4,0.9,0.0,0.0,51.5
140000186,John,Phillips,The Welsh Wrecking Machine,Middleweight,1985-06-09T00:00:00,71.0,185.0,75.0,22.0,11.0,0.0,1.0,31.0,5.0,5.0,14.0,0.0,0.0,0.0,140000186.0,John,Phillips,4.1,53.0,0.0,0.0,7.0,7.0,0.0
140000187,Jack,Marshman,The Hammer,Middleweight,1989-12-19T00:00:00,72.0,187.0,73.0,23.0,10.0,0.0,0.0,20.0,10.0,12.0,5.0,2.0,2.0,0.0,140000187.0,Jack,Marshman,6.5,39.5,0.0,0.0,7.2,7.2,14.4
140000188,Danny,Roberts,Hot Chocolate,Welterweight,1987-07-14T00:00:00,73.0,170.0,74.0,17.0,5.0,0.0,0.0,12.0,7.0,12.0,5.0,0.0,0.0,0.0,140000188.0,Danny,Roberts,8.1,72.7,0.4,0.9,21.1,21.1,14.0
140000189,Claudio,Silva,Hannibal,Welterweight,1982-09-06T00:00:00,71.0,170.0,71.0,14.0,3.0,0.0,0.0,5.0,0.0,14.0,0.0,0.0,0.0,0.0,140000189.0,Claudio,Silva,6.7,86.3,6.3,3.1,0.0,0.0,18.2
140000190,Jose,Quinonez,Teco,Bantamweight,1990-07-28T00:00:00,68.0,135.0,69.0,9.0,5.0,0.0,0.0,5.0,7.0,2.0,2.0,0.0,2.0,0.0,140000190.0,Jose,Quinonez,8.6,75.2,6.4,1.5,0.0,0.0,44.1
140000191,Nathaniel,Wood,The Prospect,Bantamweight,1993-05-08T00:00:00,66.0,140.0,69.0,17.0,5.0,0.0,0.0,14.0,5.0,12.0,5.0,7.0,0.0,0.0,140000191.0,Nathaniel,Wood,15.0,71.5,3.1,2.1,0.0,0.0,10.8
140000192,Volkan,Oezdemir,No Time,Light Heavyweight,1989-09-19T00:00:00,74.0,205.0,75.0,17.0,5.0,0.0,0.0,19.0,5.0,2.0,5.0,0.0,2.0,0.0,140000192.0,Volkan,Oezdemir,12.0,82.4,0.9,0.0,21.1,21.1,14.0
140000193,Dominick,Reyes,The Devastator,Light Heavyweight,1989-12-26T00:00:00,76.0,205.0,77.0,12.0,3.0,0.0,0.0,11.0,5.0,5.0,0.0,0.0,5.0,0.0,140000193.0,Dominick,Reyes,11.4,79.7,0.9,0.9,30.9,30.9,20.6
140000194,Gunnar,Nelson,Gunni,Welterweight,1988-07-28T00:00:00,71.0,170.0,72.0,17.0,5.0,1.0,0.0,10.0,2.0,19.0,0.0,0.0,0.0,0.0,140000194.0,Gunnar,Nelson,4.1,100.3,4.1,2.2,0.0,0.0,10.4
140000195,Leon,Edwards,Rocky,Welterweight,1991-08-25T00:00:00,74.0,170.0,74.0,19.0,3.0,0.0,1.0,14.0,0.0,7.0,0.0,0.0,0.0,0.0,140000195.0,Leon,Edwards,6.2,87.8,3.5,0.8,13.4,13.4,53.7
140000196,Jorge,Masvidal,Gamebred,Welterweight,1984-11-12T00:00:00,71.0,170.0,74.0,35.0,15.0,0.0,0.0,25.0,5.0,5.0,5.0,0.0,7.0,0.0,140000196.0,Jorge,Masvidal,10.1,85.1,3.7,0.8,18.5,18.5,27.8
140000197,Darren,Till,The Gorilla,Middleweight,1992-12-24T00:00:00,72.0,185.0,74.0,18.0,3.0,1.0,0.0,15.0,2.0,5.0,2.0,0.0,2.0,0.0,140000197.0,Darren,Till,5.4,73.0,1.3,0.0,14.0,14.0,28.1
140000198,Eric,Shelton,Showtime,Flyweight,1991-02-02T00:00:00,66.0,125.0,68.0,12.0,7.0,0.0,0.0,5.0,0.0,12.0,0.0,0.0,2.0,0.0,140000198.0,Eric,Shelton,6.1,87.7,6.7,0.4,0.0,0.0,17.2
140000199,Jordan,Espinosa,The Gamer,Flyweight,1989-11-08T00:00:00,66.0,125.0,69.0,15.0,9.0,0.0,1.0,5.0,0.0,11.0,10.0,0.0,0.0,0.0,140000199.0,Jordan,Espinosa,10.1,88.4,1.8,0.5,9.5,9.5,12.4
140000200,Chris,Gutierrez,El Guapo,Featherweight,1991-04-22T00:00:00,69.0,140.0,67.0,16.0,3.0,2.0,0.0,11.0,0.0,2.0,2.0,0.0,0.0,0.0,140000200.0,Chris,Gutierrez,10.3,88.7,1.4,0.5,11.3,11.3,22.1
140000201,Ryan,MacDonald,Main Event,Bantamweight,1993-03-18T00:00:00,71.0,135.0,71.0,10.0,2.0,0.0,0.0,7.0,2.0,7.0,0.0,0.0,0.0,0.0,140000201.0,Ryan,MacDonald,5.4,44.8,0.0,0.0,0.0,0.0,0.0
140000207,Marlon,Vera,Chito,Bantamweight,1992-12-02T00:00:00,68.0,136.0,70.5,17.0,7.0,1.0,0.0,14.0,0.0,12.0,0.0,0.0,0.0,0.0,140000207.0,Marlon,Vera,9.3,84.3,2.1,3.1,30.9,30.9,12.4
140000208,Bobby,Moffett,The Wolfman,Featherweight,1990-06-01T00:00:00,70.0,145.0,74.0,13.0,6.0,0.0,1.0,2.0,2.0,12.0,0.0,0.0,5.0,0.0,140000208.0,Bobby,Moffett,8.1,61.5,6.5,3.3,0.0,0.0,0.0
140000209,Bryce,Mitchell,Thug Nasty,Featherweight,1994-10-04T00:00:00,70.0,145.0,70.0,14.0,1.0,0.0,0.0,0.0,0.0,14.0,2.0,0.0,0.0,0.0,140000209.0,Bryce,Mitchell,5.5,107.0,7.8,5.6,0.0,0.0,41.2
140000212,Steven,Peterson,Ocho,Featherweight,1990-05-29T00:00:00,70.0,148.0,70.0,19.0,9.0,0.0,0.0,12.0,2.0,12.0,0.0,2.0,2.0,0.0,140000212.0,Steven,Peterson,10.6,69.8,4.5,1.5,8.5,8.5,11.0
140000213,Luis,Pena,Violent Bob Ross,Lightweight,1993-07-05T00:00:00,75.0,155.0,75.0,9.0,3.0,0.0,0.0,5.0,0.0,10.0,2.0,0.0,0.0,0.0,140000213.0,Luis,Pena,8.7,77.5,2.8,2.8,12.9,12.9,38.6
140000215,Deiveson,Figueiredo,Deus da Guerra,Flyweight,1987-12-18T00:00:00,65.0,125.0,68.0,20.0,2.0,1.0,0.0,14.0,0.0,12.0,2.0,7.0,2.0,2.0,140000215.0,Deiveson,Figueiredo,7.7,94.5,3.7,5.1,26.9,26.9,13.4
140000216,John,Makdessi,The Bull,Lightweight,1985-05-03T00:00:00,68.0,154.0,68.0,18.0,7.0,0.0,0.0,14.0,5.0,0.0,2.0,0.0,0.0,0.0,140000216.0,John,Makdessi,13.3,81.5,0.0,0.0,18.5,18.5,49.4
140000217,Jesus,Pinedo,El Mudo,Lightweight,1996-06-22T00:00:00,69.0,155.0,74.0,15.0,5.0,1.0,0.0,14.0,5.0,10.0,0.0,0.0,0.0,0.0,140000217.0,Jesus,Pinedo,7.7,58.7,6.0,0.0,0.0,0.0,10.8
140000218,Curtis,Blaydes,Razor,Heavyweight,1991-02-18T00:00:00,76.0,259.0,80.0,14.0,3.0,0.0,1.0,15.0,7.0,0.0,0.0,0.0,0.0,0.0,140000218.0,Curtis,Blaydes,8.6,96.8,10.3,0.0,34.3,34.3,34.3
140000219,Justin,Willis,Big Pretty,Heavyweight,1987-07-19T00:00:00,73.0,265.0,79.0,8.0,2.0,0.0,0.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,140000219.0,Justin,Willis,8.0,100.9,2.3,0.0,15.4,15.4,46.3
140000220,Anthony,Pettis,Showtime,Lightweight,1987-01-27T00:00:00,70.0,155.0,73.0,24.0,12.0,0.0,0.0,17.0,7.0,11.0,2.0,7.0,5.0,0.0,140000220.0,Anthony,Pettis,7.3,89.4,1.5,2.5,18.2,18.2,22.7
140000221,Stephen,Thompson,Wonderboy,Welterweight,1983-02-11T00:00:00,72.0,170.0,75.0,16.0,5.0,1.0,0.0,11.0,2.0,2.0,0.0,0.0,2.0,2.0,140000221.0,Stephen,Thompson,9.7,72.8,0.7,0.0,35.1,35.1,42.1
140000223,Mark,De La Rosa,The Bumblebee,Bantamweight,1994-08-31T00:00:00,66.0,135.0,65.0,11.0,5.0,0.0,0.0,2.0,2.0,14.0,2.0,0.0,0.0,0.0,140000223.0,Mark,De La Rosa,7.5,54.8,1.3,0.4,0.0,0.0,14.9
140000226,Ray,Borg,The Tazmexican Devil,Bantamweight,1993-08-04T00:00:00,64.0,135.0,63.0,13.0,5.0,0.0,0.0,2.0,0.0,14.0,2.0,0.0,2.0,0.0,140000226.0,Ray,Borg,3.6,98.3,9.3,2.5,0.0,0.0,42.9
140000228,Gerald,Meerschaert,GM3,Middleweight,1987-12-18T00:00:00,73.0,185.0,77.0,32.0,14.0,0.0,0.0,14.0,7.0,37.0,12.0,2.0,0.0,0.0,140000228.0,Gerald,Meerschaert,7.9,77.3,5.4,4.3,5.2,5.2,0.0
140000229,Kevin,Holland,Trailblazer,Middleweight,1992-11-05T00:00:00,75.0,184.0,81.0,21.0,7.0,0.0,0.0,15.0,0.0,11.0,5.0,0.0,0.0,0.0,140000229.0,Kevin,Holland,8.9,107.5,2.2,1.3,16.5,16.5,22.1
140000230,Kevin,Aguilar,Angel of Death,Featherweight,1988-09-07T00:00:00,67.0,145.0,73.0,17.0,5.0,0.0,0.0,15.0,5.0,2.0,0.0,10.0,2.0,0.0,140000230.0,Kevin,Aguilar,9.4,72.5,0.4,0.0,0.0,0.0,21.1
140000231,Enrique,Barzola,El Fuerte,Featherweight,1989-04-28T00:00:00,67.0,135.0,70.0,17.0,5.0,2.0,0.0,12.0,0.0,10.0,0.0,2.0,0.0,0.0,140000231.0,Enrique,Barzola,9.3,64.2,10.0,0.7,0.0,0.0,38.6
140000232,Ross,Pearson,The Real Deal,Lightweight,1984-09-26T00:00:00,68.0,155.0,69.0,21.0,17.0,0.0,1.0,11.0,14.0,12.0,5.0,2.0,0.0,0.0,140000232.0,Ross,Pearson,8.8,62.2,1.8,0.0,15.8,15.8,27.7
140000233,Desmond,Green,The Predator,Lightweight,1989-10-11T00:00:00,70.0,155.0,73.0,23.0,8.0,0.0,0.0,14.0,0.0,2.0,5.0,2.0,5.0,0.0,140000233.0,Desmond,Green,8.8,71.2,3.9,0.0,7.7,7.7,14.9
140000237,Sodiq,Yusuff,Super,Featherweight,1993-05-19T00:00:00,69.0,145.0,71.0,11.0,2.0,0.0,0.0,14.0,2.0,0.0,0.0,0.0,2.0,0.0,140000237.0,Sodiq,Yusuff,12.9,80.4,0.0,1.1,23.7,23.7,35.6
140000238,Paul,Craig,BearJew,Light Heavyweight,1987-11-27T00:00:00,75.0,205.0,76.0,15.0,4.0,1.0,0.0,7.0,7.0,19.0,2.0,2.0,0.0,0.0,140000238.0,Paul,Craig,6.2,99.7,4.9,4.5,15.4,15.4,0.0
140000239,Kennedy,Nzechukwu,African Savage,Light Heavyweight,1992-06-13T00:00:00,77.0,205.0,83.0,9.0,1.0,0.0,0.0,14.0,0.0,0.0,2.0,0.0,0.0,0.0,140000239.0,Kennedy,Nzechukwu,11.9,67.2,0.0,0.0,46.3,46.3,30.9
140000242,Michael,Johnson,The Menace,Lightweight,1986-06-04T00:00:00,70.0,155.0,73.5,20.0,17.0,0.0,0.0,12.0,5.0,5.0,14.0,0.0,2.0,0.0,140000242.0,Michael,Johnson,10.0,61.1,1.2,0.1,16.7,16.7,29.2
140000245,Jack,Hermansson,The Joker,Middleweight,1988-06-10T00:00:00,73.0,186.0,77.0,22.0,6.0,0.0,0.0,17.0,5.0,14.0,5.0,7.0,0.0,0.0,140000245.0,Jack,Hermansson,11.6,84.3,5.0,1.5,16.5,16.5,16.5
140000246,Edson,Barboza,Junior,Featherweight,1986-01-21T00:00:00,71.0,146.0,75.0,22.0,9.0,0.0,0.0,20.0,7.0,2.0,5.0,2.0,0.0,0.0,140000246.0,Edson,Barboza,9.9,70.2,1.0,0.2,39.9,39.9,39.9
140000247,Justin,Gaethje,The Highlight,Lightweight,1988-11-14T00:00:00,71.0,155.0,70.0,22.0,3.0,0.0,0.0,29.0,5.0,2.0,2.0,11.0,2.0,0.0,140000247.0,Justin,Gaethje,11.5,91.8,0.0,0.0,30.9,30.9,0.0
140000248,Randy,Costa,The Zohan,Bantamweight,1994-07-06T00:00:00,69.0,135.0,73.0,6.0,2.0,0.0,0.0,14.0,2.0,0.0,2.0,0.0,0.0,0.0,140000248.0,Randy,Costa,13.3,72.7,0.0,0.0,38.6,38.6,0.0
140000249,Brandon,Davis,Killer B,Bantamweight,1990-05-08T00:00:00,70.0,145.0,72.0,10.0,8.0,0.0,0.0,7.0,0.0,7.0,5.0,0.0,0.0,0.0,140000249.0,Brandon,Davis,11.1,54.6,1.7,0.3,0.0,0.0,13.3
140000252,Andre,Soukhamthath,The Asian Sensation,Bantamweight,1988-10-23T00:00:00,69.0,135.0,70.0,14.0,8.0,0.0,0.0,12.0,0.0,7.0,0.0,5.0,0.0,0.0,140000252.0,Andre,Soukhamthath,6.6,68.0,3.0,0.4,11.3,11.3,11.3
140000253,Montel,Jackson,Quik,Bantamweight,1992-04-24T00:00:00,70.0,136.0,75.5,10.0,2.0,0.0,0.0,14.0,0.0,2.0,0.0,0.0,0.0,0.0,140000253.0,Montel,Jackson,9.0,97.9,9.9,0.5,25.7,25.7,25.7
140000254,Boston,Salmon,Boom Boom,Bantamweight,1990-11-20T00:00:00,69.0,135.0,69.0,6.0,3.0,0.0,0.0,10.0,5.0,0.0,0.0,0.0,0.0,0.0,140000254.0,Boston,Salmon,9.8,57.5,0.0,0.0,0.0,0.0,0.0
140000255,Khalid,Taha,The Warrior,Featherweight,1992-02-15T00:00:00,65.0,135.0,69.0,13.0,4.0,0.0,1.0,14.0,0.0,5.0,2.0,0.0,0.0,0.0,140000255.0,Khalid,Taha,6.4,69.6,0.0,0.6,13.3,13.3,0.0
140000258,Alexandre,Pantoja,The Cannibal,Flyweight,1990-04-16T00:00:00,65.0,125.0,67.5,23.0,5.0,0.0,0.0,12.0,0.0,12.0,0.0,2.0,0.0,0.0,140000258.0,Alexandre,Pantoja,10.3,81.4,2.2,2.2,11.0,11.0,16.5
140000259,Matt,Frevola,The SteamRolla,Lightweight,1990-06-11T00:00:00,69.0,155.0,71.0,8.0,3.0,1.0,0.0,2.0,5.0,7.0,0.0,0.0,0.0,0.0,140000259.0,Matt,Frevola,6.5,69.0,6.2,2.6,0.0,0.0,25.7
140000260,Ovince,Saint Preux,OSP,Light Heavyweight,1983-04-08T00:00:00,75.0,230.0,80.0,25.0,16.0,0.0,0.0,20.0,10.0,11.0,7.0,0.0,2.0,0.0,140000260.0,Ovince,Saint Preux,6.3,85.1,2.9,1.3,33.9,33.9,18.8
140000261,Nikita,Krylov,The Miner,Light Heavyweight,1992-03-07T00:00:00,75.0,205.0,77.5,27.0,8.0,0.0,0.0,15.0,2.0,23.0,12.0,2.0,0.0,0.0,140000261.0,Nikita,Krylov,10.3,105.0,3.2,3.2,13.2,13.2,6.8
140000262,Alan,Jouban,Brahma,Welterweight,1981-11-25T00:00:00,72.0,170.0,73.5,17.0,7.0,0.0,0.0,17.0,7.0,0.0,2.0,0.0,2.0,0.0,140000262.0,Alan,Jouban,13.5,80.6,1.2,0.6,25.7,25.7,25.7
140000263,Khalil,Rountree Jr.,The War Horse,Light Heavyweight,1990-02-26T00:00:00,73.0,205.0,76.5,9.0,5.0,0.0,1.0,14.0,5.0,0.0,2.0,0.0,2.0,0.0,140000263.0,Khalil,Rountree Jr.,7.3,59.3,0.0,0.5,30.9,30.9,10.3
140000264,Eryk,Anders,Ya Boi,Middleweight,1987-04-21T00:00:00,73.0,205.0,75.0,14.0,5.0,0.0,1.0,12.0,2.0,2.0,0.0,2.0,0.0,0.0,140000264.0,Eryk,Anders,7.6,83.3,3.5,0.2,23.2,23.2,23.2
140000266,Dustin,Poirier,The Diamond,Lightweight,1989-01-19T00:00:00,69.0,156.0,72.0,28.0,6.0,0.0,0.0,23.0,5.0,14.0,5.0,2.0,2.0,0.0,140000266.0,Dustin,Poirier,13.4,84.1,3.6,2.9,44.1,44.1,30.9
140000267,Max,Holloway,Blessed,Featherweight,1991-12-04T00:00:00,71.0,145.0,69.0,22.0,6.0,0.0,0.0,15.0,0.0,5.0,2.0,12.0,7.0,0.0,140000267.0,Max,Holloway,11.2,74.3,0.5,0.8,44.1,44.1,38.6
140000269,Rafael,Fiziev,Ataman,Lightweight,1993-03-05T00:00:00,68.0,155.0,71.0,10.0,1.0,0.0,0.0,14.0,2.0,2.0,0.0,0.0,0.0,0.0,140000269.0,Rafael,Fiziev,12.7,82.6,1.4,0.0,14.0,14.0,42.1
140000271,Shamil,Abdurakhimov,Abrek,Heavyweight,1981-09-02T00:00:00,75.0,257.0,76.0,20.0,5.0,0.0,0.0,14.0,7.0,10.0,2.0,0.0,0.0,0.0,140000271.0,Shamil,Abdurakhimov,5.8,85.9,2.9,0.4,12.4,12.4,18.5
140000272,Marcin,Tybura,Tybur,Heavyweight,1985-11-09T00:00:00,75.0,251.0,78.0,22.0,6.0,0.0,0.0,14.0,10.0,14.0,0.0,7.0,2.0,0.0,140000272.0,Marcin,Tybura,8.7,94.6,4.0,0.2,22.1,22.1,27.6
140000273,Alexander,Yakovlev,Russian Thunder,Lightweight,1984-07-18T00:00:00,75.0,155.0,74.0,24.0,10.0,1.0,0.0,14.0,0.0,14.0,12.0,0.0,2.0,0.0,140000273.0,Alexander,Yakovlev,4.1,82.4,4.0,0.4,6.8,6.8,6.8
140000274,Alex,Da Silva,Leko,Lightweight,1996-02-04T00:00:00,68.0,155.0,73.0,21.0,3.0,0.0,0.0,20.0,0.0,11.0,2.0,0.0,0.0,0.0,140000274.0,Alex,Da Silva,4.9,71.7,6.6,0.9,0.0,0.0,9.9
140000275,Keita,Nakamura,K-Taro,Welterweight,1984-05-22T00:00:00,71.0,170.0,73.0,35.0,11.0,2.0,1.0,11.0,2.0,26.0,2.0,0.0,0.0,0.0,140000275.0,Keita,Nakamura,5.3,56.6,3.9,0.8,0.0,0.0,15.2
140000278,Seungwoo,Choi,Sting,Featherweight,1992-11-03T00:00:00,72.0,145.0,74.5,10.0,3.0,0.0,0.0,14.0,2.0,0.0,2.0,0.0,0.0,0.0,140000278.0,Seungwoo,Choi,7.9,86.5,2.4,0.0,11.9,11.9,23.7
140000286,Arman,Tsarukyan,Ahalkalakets,Lightweight,1996-10-11T00:00:00,67.0,157.0,72.5,16.0,2.0,0.0,0.0,12.0,2.0,12.0,0.0,0.0,0.0,0.0,140000286.0,Arman,Tsarukyan,8.0,90.0,8.3,0.0,0.0,0.0,25.7
140000287,Alistair,Overeem,The Demolition Man,Heavyweight,1980-05-17T00:00:00,76.0,255.0,80.0,47.0,19.0,0.0,0.0,39.0,23.0,26.0,2.0,5.0,2.0,0.0,140000287.0,Alistair,Overeem,8.7,112.0,3.4,2.0,43.8,43.8,11.5
140000288,Aleksei,Oleinik,The Boa Constrictor,Heavyweight,1977-06-20T00:00:00,74.0,228.0,80.0,59.0,16.0,1.0,0.0,12.0,14.0,71.0,5.0,0.0,0.0,0.0,140000288.0,Aleksei,Oleinik,8.5,99.5,5.1,5.1,3.1,3.1,3.1
140000289,Court,McGee,The Crusher,Welterweight,1984-12-12T00:00:00,71.0,171.0,75.0,21.0,10.0,0.0,0.0,7.0,2.0,12.0,0.0,2.0,0.0,0.0,140000289.0,Court,McGee,11.3,67.9,4.0,1.0,0.0,0.0,34.9
140000292,Jim,Miller,A-10,Lightweight,1983-08-30T00:00:00,68.0,155.0,71.0,32.0,16.0,0.0,1.0,10.0,5.0,28.0,7.0,5.0,0.0,0.0,140000292.0,Jim,Miller,6.3,75.8,3.9,4.4,14.6,14.6,25.2
140000293,Jason,Gonzalez,Nicoya,Lightweight,1990-02-28T00:00:00,74.0,155.0,74.0,11.0,5.0,0.0,0.0,10.0,5.0,11.0,7.0,0.0,0.0,0.0,140000293.0,Jason,Gonzalez,7.3,61.2,0.0,2.4,0.0,0.0,0.0
140000294,Gilbert,Burns,Durinho,Welterweight,1986-07-20T00:00:00,70.0,170.0,71.0,20.0,4.0,0.0,0.0,14.0,5.0,12.0,0.0,0.0,2.0,0.0,140000294.0,Gilbert,Burns,7.4,86.1,5.1,1.5,19.3,19.3,38.6
140000295,Mike,Davis,Beast Boy,Lightweight,1992-10-07T00:00:00,72.0,155.0,72.5,9.0,2.0,0.0,0.0,11.0,0.0,2.0,2.0,0.0,0.0,0.0,140000295.0,Mike,Davis,14.0,84.0,1.8,0.0,14.0,14.0,14.0
