FighterId,Fighter Name,age,FirstName,LastName,Nickname,WeightClass,BirthDate,Height,Weight,Reach,Wins,Losses,Draws,NoContests,TechnicalKnockouts,TechnicalKnockoutLosses,Submissions,SubmissionLosses,TitleWins,TitleLosses,TitleDraws,CareerStats.SigStrikesLandedPerMinute,CareerStats.SigStrikeAccuracy,CareerStats.TakedownAverage,CareerStats.SubmissionAverage,CareerStats.KnockoutPercentage,CareerStats.TechnicalKnockoutPercentage,CareerStats.DecisionPercentage
140000160,Sergio Moraes,39.0,Sergio,Moraes,The Panther,Welterweight,1982-07-23,72.0,170.0,72.0,14.0,7.0,1.0,0.0,2.0,12.0,12.0,0.0,0.0,2.0,0.0,5.8,65.8,2.9,1.0,11.3,11.3,29.4
140000162,Tim Boetsch,40.0,Tim,Boetsch,The Barbarian,Middleweight,1981-01-28,72.0,185.0,74.0,21.0,13.0,0.0,0.0,20.0,10.0,7.0,12.0,0.0,0.0,0.0,7.0,94.2,3.5,1.8,31.8,31.8,22.7
140000163,Omari Akhmedov,33.0,Omari,Akhmedov,Wolverine,Middleweight,1987-10-12,72.0,185.0,73.0,21.0,6.0,1.0,0.0,11.0,5.0,14.0,5.0,0.0,0.0,0.0,7.1,66.4,6.2,0.6,11.0,11.0,33.1
140000167,Blagoy Ivanov,34.0,Blagoy,Ivanov,Baga,Heavyweight,1986-10-09,71.0,255.0,73.0,18.0,4.0,0.0,1.0,14.0,0.0,14.0,2.0,10.0,0.0,0.0,7.9,69.2,2.5,0.4,0.0,0.0,13.4
140000168,Tim Means,37.0,Tim,Means,The Dirty Bird,Welterweight,1984-02-20,74.0,170.0,75.0,32.0,12.0,1.0,1.0,29.0,5.0,12.0,12.0,0.0,0.0,0.0,12.1,84.3,2.2,0.4,16.8,16.8,23.5
140000169,Niko Price,31.0,Niko,Price,The Hybrid,Welterweight,1989-09-29,72.0,169.0,76.0,14.0,5.0,0.0,2.0,15.0,7.0,7.0,2.0,0.0,0.0,0.0,12.6,71.4,1.8,2.2,29.4,29.4,0.0
140000170,Elizeu Zaleski dos Santos,34.0,Elizeu,Zaleski dos Santos,Capoeira,Welterweight,1986-12-11,71.0,170.0,73.0,22.0,7.0,0.0,0.0,22.0,2.0,7.0,5.0,0.0,0.0,0.0,9.7,63.9,1.4,1.1,16.0,16.0,21.3
140000171,Curtis Millender,33.0,Curtis,Millender,Curtious,Welterweight,1987-12-01,74.0,170.0,78.0,18.0,8.0,0.0,0.0,14.0,0.0,0.0,12.0,0.0,0.0,0.0,9.2,72.2,1.0,0.0,10.8,10.8,14.0
140000172,Junior Dos Santos,37.0,Junior,Dos Santos,Cigano,Heavyweight,1984-01-30,76.0,246.0,77.0,21.0,9.0,0.0,0.0,23.0,11.0,2.0,2.0,5.0,7.0,0.0,10.7,77.0,0.7,0.1,51.5,51.5,25.7
140000173,Derrick Lewis,36.0,Derrick,Lewis,The Black Beast,Heavyweight,1985-02-07,75.0,264.0,79.0,25.0,8.0,0.0,1.0,31.0,12.0,2.0,2.0,2.0,5.0,0.0,5.9,80.5,1.2,0.0,54.5,54.5,18.2
140000174,Nad Narimani,34.0,Nad,Narimani,Smiler,Featherweight,1987-04-14,68.0,150.0,70.0,12.0,4.0,0.0,0.0,5.0,2.0,12.0,0.0,2.0,2.0,0.0,7.9,66.0,4.6,0.0,0.0,0.0,19.3
140000178,Dan Ige,30.0,Dan,Ige,50K,Featherweight,1991-08-06,67.0,146.0,71.0,15.0,4.0,0.0,0.0,10.0,0.0,12.0,0.0,0.0,0.0,0.0,9.1,80.3,3.3,1.0,16.3,16.3,32.5
140000179,Danny Henry,33.0,Danny,Henry,The Hatchet,Featherweight,1988-07-17,72.0,145.0,73.0,12.0,4.0,0.0,0.0,12.0,0.0,12.0,5.0,0.0,0.0,0.0,12.4,80.3,1.8,5.3,0.0,0.0,14.9
140000181,Nicolae Negumereanu,26.0,Nicolae,Negumereanu,Nick,Light Heavyweight,1994-09-04,72.0,205.0,78.0,10.0,1.0,0.0,0.0,14.0,0.0,7.0,0.0,0.0,0.0,0.0,6.5,70.7,1.2,0.0,0.0,0.0,14.0
140000182,Joe Duffy,33.0,Joe,Duffy,Irish,Lightweight,1988-02-18,70.0,155.0,73.0,16.0,5.0,0.0,0.0,10.0,2.0,15.0,5.0,0.0,0.0,0.0,6.4,53.1,2.3,1.7,11.3,11.3,11.3
140000183,Marc Diakiese,28.0,Marc,Diakiese,Bonecrusher,Lightweight,1993-03-16,70.0,155.0,73.0,14.0,4.0,0.0,0.0,14.0,0.0,2.0,2.0,0.0,0.0,0.0,7.3,60.3,5.1,0.0,17.2,17.2,25.7
140000184,Jordan Rinaldi,33.0,Jordan,Rinaldi,All Day,Lightweight,1987-09-25,70.0,145.0,72.0,14.0,7.0,0.0,0.0,2.0,5.0,12.0,2.0,0.0,2.0,0.0,3.7,54.4,3.5,2.8,0.0,0.0,11.3
140000185,Arnold Allen,27.0,Arnold,Allen,Almighty,Featherweight,1994-01-22,68.0,145.0,70.0,17.0,1.0,0.0,0.0,12.0,0.0,10.0,0.0,0.0,0.0,0.0,7.1,70.2,3.4,0.9,0.0,0.0,51.5
140000186,John Phillips,36.0,John,Phillips,The Welsh Wrecking Machine,Middleweight,1985-06-09,71.0,185.0,75.0,22.0,11.0,0.0,1.0,31.0,5.0,5.0,14.0,0.0,0.0,0.0,4.1,53.0,0.0,0.0,7.0,7.0,0.0
140000187,Jack Marshman,31.0,Jack,Marshman,The Hammer,Middleweight,1989-12-19,72.0,187.0,73.0,23.0,10.0,0.0,0.0,20.0,10.0,12.0,5.0,2.0,2.0,0.0,6.5,39.5,0.0,0.0,7.2,7.2,14.4
140000188,Danny Roberts,34.0,Danny,Roberts,Hot Chocolate,Welterweight,1987-07-14,73.0,170.0,74.0,17.0,5.0,0.0,0.0,12.0,7.0,12.0,5.0,0.0,0.0,0.0,8.1,72.7,0.4,0.9,21.1,21.1,14.0
140000189,Claudio Silva,38.0,Claudio,Silva,Hannibal,Welterweight,1982-09-06,71.0,170.0,71.0,14.0,3.0,0.0,0.0,5.0,0.0,14.0,0.0,0.0,0.0,0.0,6.7,86.3,6.3,3.1,0.0,0.0,18.2
140000190,Jose Quinonez,31.0,Jose,Quinonez,Teco,Bantamweight,1990-07-28,68.0,135.0,69.0,9.0,5.0,0.0,0.0,5.0,7.0,2.0,2.0,0.0,2.0,0.0,8.6,75.2,6.4,1.5,0.0,0.0,44.1
140000191,Nathaniel Wood,28.0,Nathaniel,Wood,The Prospect,Bantamweight,1993-05-08,66.0,140.0,69.0,17.0,5.0,0.0,0.0,14.0,5.0,12.0,5.0,7.0,0.0,0.0,15.0,71.5,3.1,2.1,0.0,0.0,10.8
140000192,Volkan Oezdemir,31.0,Volkan,Oezdemir,No Time,Light Heavyweight,1989-09-19,74.0,205.0,75.0,17.0,5.0,0.0,0.0,19.0,5.0,2.0,5.0,0.0,2.0,0.0,12.0,82.4,0.9,0.0,21.1,21.1,14.0
140000193,Dominick Reyes,31.0,Dominick,Reyes,The Devastator,Light Heavyweight,1989-12-26,76.0,205.0,77.0,12.0,3.0,0.0,0.0,11.0,5.0,5.0,0.0,0.0,5.0,0.0,11.4,79.7,0.9,0.9,30.9,30.9,20.6
140000194,Gunnar Nelson,33.0,Gunnar,Nelson,Gunni,Welterweight,1988-07-28,71.0,170.0,72.0,17.0,5.0,1.0,0.0,10.0,2.0,19.0,0.0,0.0,0.0,0.0,4.1,100.3,4.1,2.2,0.0,0.0,10.4
140000195,Leon Edwards,29.0,Leon,Edwards,Rocky,Welterweight,1991-08-25,74.0,170.0,74.0,19.0,3.0,0.0,1.0,14.0,0.0,7.0,0.0,0.0,0.0,0.0,6.2,87.8,3.5,0.8,13.4,13.4,53.7
140000196,Jorge Masvidal,36.0,Jorge,Masvidal,Gamebred,Welterweight,1984-11-12,71.0,170.0,74.0,35.0,15.0,0.0,0.0,25.0,5.0,5.0,5.0,0.0,7.0,0.0,10.1,85.1,3.7,0.8,18.5,18.5,27.8
140000197,Darren Till,28.0,Darren,Till,The Gorilla,Middleweight,1992-12-24,72.0,185.0,74.0,18.0,3.0,1.0,0.0,15.0,2.0,5.0,2.0,0.0,2.0,0.0,5.4,73.0,1.3,0.0,14.0,14.0,28.1
140000198,Eric Shelton,30.0,Eric,Shelton,Showtime,Flyweight,1991-02-02,66.0,125.0,68.0,12.0,7.0,0.0,0.0,5.0,0.0,12.0,0.0,0.0,2.0,0.0,6.1,87.7,6.7,0.4,0.0,0.0,17.2
140000199,Jordan Espinosa,31.0,Jordan,Espinosa,The Gamer,Flyweight,1989-11-08,66.0,125.0,69.0,15.0,9.0,0.0,1.0,5.0,0.0,11.0,10.0,0.0,0.0,0.0,10.1,88.4,1.8,0.5,9.5,9.5,12.4
140000200,Chris Gutierrez,30.0,Chris,Gutierrez,El Guapo,Featherweight,1991-04-22,69.0,140.0,67.0,16.0,3.0,2.0,0.0,11.0,0.0,2.0,2.0,0.0,0.0,0.0,10.3,88.7,1.4,0.5,11.3,11.3,22.1
140000201,Ryan MacDonald,28.0,Ryan,MacDonald,Main Event,Bantamweight,1993-03-18,71.0,135.0,71.0,10.0,2.0,0.0,0.0,7.0,2.0,7.0,0.0,0.0,0.0,0.0,5.4,44.8,0.0,0.0,0.0,0.0,0.0
140000207,Marlon Vera,28.0,Marlon,Vera,Chito,Bantamweight,1992-12-02,68.0,136.0,70.5,17.0,7.0,1.0,0.0,14.0,0.0,12.0,0.0,0.0,0.0,0.0,9.3,84.3,2.1,3.1,30.9,30.9,12.4
140000208,Bobby Moffett,31.0,Bobby,Moffett,The Wolfman,Featherweight,1990-06-01,70.0,145.0,74.0,13.0,6.0,0.0,1.0,2.0,2.0,12.0,0.0,0.0,5.0,0.0,8.1,61.5,6.5,3.3,0.0,0.0,0.0
140000209,Bryce Mitchell,26.0,Bryce,Mitchell,Thug Nasty,Featherweight,1994-10-04,70.0,145.0,70.0,14.0,1.0,0.0,0.0,0.0,0.0,14.0,2.0,0.0,0.0,0.0,5.5,107.0,7.8,5.6,0.0,0.0,41.2
140000212,Steven Peterson,31.0,Steven,Peterson,Ocho,Featherweight,1990-05-29,70.0,148.0,70.0,19.0,9.0,0.0,0.0,12.0,2.0,12.0,0.0,2.0,2.0,0.0,10.6,69.8,4.5,1.5,8.5,8.5,11.0
140000213,Luis Pena,28.0,Luis,Pena,Violent Bob Ross,Lightweight,1993-07-05,75.0,155.0,75.0,9.0,3.0,0.0,0.0,5.0,0.0,10.0,2.0,0.0,0.0,0.0,8.7,77.5,2.8,2.8,12.9,12.9,38.6
140000215,Deiveson Figueiredo,33.0,Deiveson,Figueiredo,Deus da Guerra,Flyweight,1987-12-18,65.0,125.0,68.0,20.0,2.0,1.0,0.0,14.0,0.0,12.0,2.0,7.0,2.0,2.0,7.7,94.5,3.7,5.1,26.9,26.9,13.4
140000216,John Makdessi,36.0,John,Makdessi,The Bull,Lightweight,1985-05-03,68.0,154.0,68.0,18.0,7.0,0.0,0.0,14.0,5.0,0.0,2.0,0.0,0.0,0.0,13.3,81.5,0.0,0.0,18.5,18.5,49.4
140000217,Jesus Pinedo,25.0,Jesus,Pinedo,El Mudo,Lightweight,1996-06-22,69.0,155.0,74.0,15.0,5.0,1.0,0.0,14.0,5.0,10.0,0.0,0.0,0.0,0.0,7.7,58.7,6.0,0.0,0.0,0.0,10.8
140000218,Curtis Blaydes,30.0,Curtis,Blaydes,Razor,Heavyweight,1991-02-18,76.0,259.0,80.0,14.0,3.0,0.0,1.0,15.0,7.0,0.0,0.0,0.0,0.0,0.0,8.6,96.8,10.3,0.0,34.3,34.3,34.3
140000219,Justin Willis,34.0,Justin,Willis,Big Pretty,Heavyweight,1987-07-19,73.0,265.0,79.0,8.0,2.0,0.0,0.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,8.0,100.9,2.3,0.0,15.4,15.4,46.3
140000220,Anthony Pettis,34.0,Anthony,Pettis,Showtime,Lightweight,1987-01-27,70.0,155.0,73.0,24.0,12.0,0.0,0.0,17.0,7.0,11.0,2.0,7.0,5.0,0.0,7.3,89.4,1.5,2.5,18.2,18.2,22.7
140000221,Stephen Thompson,38.0,Stephen,Thompson,Wonderboy,Welterweight,1983-02-11,72.0,170.0,75.0,16.0,5.0,1.0,0.0,11.0,2.0,2.0,0.0,0.0,2.0,2.0,9.7,72.8,0.7,0.0,35.1,35.1,42.1
140000223,Mark De La Rosa,26.0,Mark,De La Rosa,The Bumblebee,Bantamweight,1994-08-31,66.0,135.0,65.0,11.0,5.0,0.0,0.0,2.0,2.0,14.0,2.0,0.0,0.0,0.0,7.5,54.8,1.3,0.4,0.0,0.0,14.9
140000226,Ray Borg,28.0,Ray,Borg,The Tazmexican Devil,Bantamweight,1993-08-04,64.0,135.0,63.0,13.0,5.0,0.0,0.0,2.0,0.0,14.0,2.0,0.0,2.0,0.0,3.6,98.3,9.3,2.5,0.0,0.0,42.9
140000228,Gerald Meerschaert,33.0,Gerald,Meerschaert,GM3,Middleweight,1987-12-18,73.0,185.0,77.0,32.0,14.0,0.0,0.0,14.0,7.0,37.0,12.0,2.0,0.0,0.0,7.9,77.3,5.4,4.3,5.2,5.2,0.0
140000229,Kevin Holland,28.0,Kevin,Holland,Trailblazer,Middleweight,1992-11-05,75.0,184.0,81.0,21.0,7.0,0.0,0.0,15.0,0.0,11.0,5.0,0.0,0.0,0.0,8.9,107.5,2.2,1.3,16.5,16.5,22.1
140000230,Kevin Aguilar,32.0,Kevin,Aguilar,Angel of Death,Featherweight,1988-09-07,67.0,145.0,73.0,17.0,5.0,0.0,0.0,15.0,5.0,2.0,0.0,10.0,2.0,0.0,9.4,72.5,0.4,0.0,0.0,0.0,21.1
140000231,Enrique Barzola,32.0,Enrique,Barzola,El Fuerte,Featherweight,1989-04-28,67.0,135.0,70.0,17.0,5.0,2.0,0.0,12.0,0.0,10.0,0.0,2.0,0.0,0.0,9.3,64.2,10.0,0.7,0.0,0.0,38.6
140000232,Ross Pearson,36.0,Ross,Pearson,The Real Deal,Lightweight,1984-09-26,68.0,155.0,69.0,21.0,17.0,0.0,1.0,11.0,14.0,12.0,5.0,2.0,0.0,0.0,8.8,62.2,1.8,0.0,15.8,15.8,27.7
140000233,Desmond Green,31.0,Desmond,Green,The Predator,Lightweight,1989-10-11,70.0,155.0,73.0,23.0,8.0,0.0,0.0,14.0,0.0,2.0,5.0,2.0,5.0,0.0,8.8,71.2,3.9,0.0,7.7,7.7,14.9
140000237,Sodiq Yusuff,28.0,Sodiq,Yusuff,Super,Featherweight,1993-05-19,69.0,145.0,71.0,11.0,2.0,0.0,0.0,14.0,2.0,0.0,0.0,0.0,2.0,0.0,12.9,80.4,0.0,1.1,23.7,23.7,35.6
140000238,Paul Craig,33.0,Paul,Craig,BearJew,Light Heavyweight,1987-11-27,75.0,205.0,76.0,15.0,4.0,1.0,0.0,7.0,7.0,19.0,2.0,2.0,0.0,0.0,6.2,99.7,4.9,4.5,15.4,15.4,0.0
140000239,Kennedy Nzechukwu,29.0,Kennedy,Nzechukwu,African Savage,Light Heavyweight,1992-06-13,77.0,205.0,83.0,9.0,1.0,0.0,0.0,14.0,0.0,0.0,2.0,0.0,0.0,0.0,11.9,67.2,0.0,0.0,46.3,46.3,30.9
140000242,Michael Johnson,35.0,Michael,Johnson,The Menace,Lightweight,1986-06-04,70.0,155.0,73.5,20.0,17.0,0.0,0.0,12.0,5.0,5.0,14.0,0.0,2.0,0.0,10.0,61.1,1.2,0.1,16.7,16.7,29.2
140000245,Jack Hermansson,33.0,Jack,Hermansson,The Joker,Middleweight,1988-06-10,73.0,186.0,77.0,22.0,6.0,0.0,0.0,17.0,5.0,14.0,5.0,7.0,0.0,0.0,11.6,84.3,5.0,1.5,16.5,16.5,16.5
140000246,Edson Barboza,35.0,Edson,Barboza,Junior,Featherweight,1986-01-21,71.0,146.0,75.0,22.0,9.0,0.0,0.0,20.0,7.0,2.0,5.0,2.0,0.0,0.0,9.9,70.2,1.0,0.2,39.9,39.9,39.9
140000247,Justin Gaethje,32.0,Justin,Gaethje,The Highlight,Lightweight,1988-11-14,71.0,155.0,70.0,22.0,3.0,0.0,0.0,29.0,5.0,2.0,2.0,11.0,2.0,0.0,11.5,91.8,0.0,0.0,30.9,30.9,0.0
140000248,Randy Costa,27.0,Randy,Costa,The Zohan,Bantamweight,1994-07-06,69.0,135.0,73.0,6.0,2.0,0.0,0.0,14.0,2.0,0.0,2.0,0.0,0.0,0.0,13.3,72.7,0.0,0.0,38.6,38.6,0.0
140000249,Brandon Davis,31.0,Brandon,Davis,Killer B,Bantamweight,1990-05-08,70.0,145.0,72.0,10.0,8.0,0.0,0.0,7.0,0.0,7.0,5.0,0.0,0.0,0.0,11.1,54.6,1.7,0.3,0.0,0.0,13.3
140000252,Andre Soukhamthath,32.0,Andre,Soukhamthath,The Asian Sensation,Bantamweight,1988-10-23,69.0,135.0,70.0,14.0,8.0,0.0,0.0,12.0,0.0,7.0,0.0,5.0,0.0,0.0,6.6,68.0,3.0,0.4,11.3,11.3,11.3
140000253,Montel Jackson,29.0,Montel,Jackson,Quik,Bantamweight,1992-04-24,70.0,136.0,75.5,10.0,2.0,0.0,0.0,14.0,0.0,2.0,0.0,0.0,0.0,0.0,9.0,97.9,9.9,0.5,25.7,25.7,25.7
140000254,Boston Salmon,30.0,Boston,Salmon,Boom Boom,Bantamweight,1990-11-20,69.0,135.0,69.0,6.0,3.0,0.0,0.0,10.0,5.0,0.0,0.0,0.0,0.0,0.0,9.8,57.5,0.0,0.0,0.0,0.0,0.0
140000255,Khalid Taha,29.0,Khalid,Taha,The Warrior,Featherweight,1992-02-15,65.0,135.0,69.0,13.0,4.0,0.0,1.0,14.0,0.0,5.0,2.0,0.0,0.0,0.0,6.4,69.6,0.0,0.6,13.3,13.3,0.0
140000258,Alexandre Pantoja,31.0,Alexandre,Pantoja,The Cannibal,Flyweight,1990-04-16,65.0,125.0,67.5,23.0,5.0,0.0,0.0,12.0,0.0,12.0,0.0,2.0,0.0,0.0,10.3,81.4,2.2,2.2,11.0,11.0,16.5
140000259,Matt Frevola,31.0,Matt,Frevola,The SteamRolla,Lightweight,1990-06-11,69.0,155.0,71.0,8.0,3.0,1.0,0.0,2.0,5.0,7.0,0.0,0.0,0.0,0.0,6.5,69.0,6.2,2.6,0.0,0.0,25.7
140000260,Ovince Saint Preux,38.0,Ovince,Saint Preux,OSP,Light Heavyweight,1983-04-08,75.0,230.0,80.0,25.0,16.0,0.0,0.0,20.0,10.0,11.0,7.0,0.0,2.0,0.0,6.3,85.1,2.9,1.3,33.9,33.9,18.8
140000261,Nikita Krylov,29.0,Nikita,Krylov,The Miner,Light Heavyweight,1992-03-07,75.0,205.0,77.5,27.0,8.0,0.0,0.0,15.0,2.0,23.0,12.0,2.0,0.0,0.0,10.3,105.0,3.2,3.2,13.2,13.2,6.8
140000262,Alan Jouban,39.0,Alan,Jouban,Brahma,Welterweight,1981-11-25,72.0,170.0,73.5,17.0,7.0,0.0,0.0,17.0,7.0,0.0,2.0,0.0,2.0,0.0,13.5,80.6,1.2,0.6,25.7,25.7,25.7
140000263,Khalil Rountree Jr.,31.0,Khalil,Rountree Jr.,The War Horse,Light Heavyweight,1990-02-26,73.0,205.0,76.5,9.0,5.0,0.0,1.0,14.0,5.0,0.0,2.0,0.0,2.0,0.0,7.3,59.3,0.0,0.5,30.9,30.9,10.3
140000264,Eryk Anders,34.0,Eryk,Anders,Ya Boi,Middleweight,1987-04-21,73.0,205.0,75.0,14.0,5.0,0.0,1.0,12.0,2.0,2.0,0.0,2.0,0.0,0.0,7.6,83.3,3.5,0.2,23.2,23.2,23.2
140000266,Dustin Poirier,32.0,Dustin,Poirier,The Diamond,Lightweight,1989-01-19,69.0,156.0,72.0,28.0,6.0,0.0,0.0,23.0,5.0,14.0,5.0,2.0,2.0,0.0,13.4,84.1,3.6,2.9,44.1,44.1,30.9
140000267,Max Holloway,29.0,Max,Holloway,Blessed,Featherweight,1991-12-04,71.0,145.0,69.0,22.0,6.0,0.0,0.0,15.0,0.0,5.0,2.0,12.0,7.0,0.0,11.2,74.3,0.5,0.8,44.1,44.1,38.6
140000269,Rafael Fiziev,28.0,Rafael,Fiziev,Ataman,Lightweight,1993-03-05,68.0,155.0,71.0,10.0,1.0,0.0,0.0,14.0,2.0,2.0,0.0,0.0,0.0,0.0,12.7,82.6,1.4,0.0,14.0,14.0,42.1
140000271,Shamil Abdurakhimov,39.0,Shamil,Abdurakhimov,Abrek,Heavyweight,1981-09-02,75.0,257.0,76.0,20.0,5.0,0.0,0.0,14.0,7.0,10.0,2.0,0.0,0.0,0.0,5.8,85.9,2.9,0.4,12.4,12.4,18.5
140000272,Marcin Tybura,35.0,Marcin,Tybura,Tybur,Heavyweight,1985-11-09,75.0,251.0,78.0,22.0,6.0,0.0,0.0,14.0,10.0,14.0,0.0,7.0,2.0,0.0,8.7,94.6,4.0,0.2,22.1,22.1,27.6
140000273,Alexander Yakovlev,37.0,Alexander,Yakovlev,Russian Thunder,Lightweight,1984-07-18,75.0,155.0,74.0,24.0,10.0,1.0,0.0,14.0,0.0,14.0,12.0,0.0,2.0,0.0,4.1,82.4,4.0,0.4,6.8,6.8,6.8
140000274,Alex Da Silva,25.0,Alex,Da Silva,Leko,Lightweight,1996-02-04,68.0,155.0,73.0,21.0,3.0,0.0,0.0,20.0,0.0,11.0,2.0,0.0,0.0,0.0,4.9,71.7,6.6,0.9,0.0,0.0,9.9
140000275,Keita Nakamura,37.0,Keita,Nakamura,K-Taro,Welterweight,1984-05-22,71.0,170.0,73.0,35.0,11.0,2.0,1.0,11.0,2.0,26.0,2.0,0.0,0.0,0.0,5.3,56.6,3.9,0.8,0.0,0.0,15.2
140000278,Seungwoo Choi,28.0,Seungwoo,Choi,Sting,Featherweight,1992-11-03,72.0,145.0,74.5,10.0,3.0,0.0,0.0,14.0,2.0,0.0,2.0,0.0,0.0,0.0,7.9,86.5,2.4,0.0,11.9,11.9,23.7
140000286,Arman Tsarukyan,24.0,Arman,Tsarukyan,Ahalkalakets,Lightweight,1996-10-11,67.0,157.0,72.5,16.0,2.0,0.0,0.0,12.0,2.0,12.0,0.0,0.0,0.0,0.0,8.0,90.0,8.3,0.0,0.0,0.0,25.7
140000287,Alistair Overeem,41.0,Alistair,Overeem,The Demolition Man,Heavyweight,1980-05-17,76.0,255.0,80.0,47.0,19.0,0.0,0.0,39.0,23.0,26.0,2.0,5.0,2.0,0.0,8.7,112.0,3.4,2.0,43.8,43.8,11.5
140000288,Aleksei Oleinik,44.0,Aleksei,Oleinik,The Boa Constrictor,Heavyweight,1977-06-20,74.0,228.0,80.0,59.0,16.0,1.0,0.0,12.0,14.0,71.0,5.0,0.0,0.0,0.0,8.5,99.5,5.1,5.1,3.1,3.1,3.1
140000289,Court McGee,36.0,Court,McGee,The Crusher,Welterweight,1984-12-12,71.0,171.0,75.0,21.0,10.0,0.0,0.0,7.0,2.0,12.0,0.0,2.0,0.0,0.0,11.3,67.9,4.0,1.0,0.0,0.0,34.9
140000292,Jim Miller,37.0,Jim,Miller,A-10,Lightweight,1983-08-30,68.0,155.0,71.0,32.0,16.0,0.0,1.0,10.0,5.0,28.0,7.0,5.0,0.0,0.0,6.3,75.8,3.9,4.4,14.6,14.6,25.2
140000293,Jason Gonzalez,31.0,Jason,Gonzalez,Nicoya,Lightweight,1990-02-28,74.0,155.0,74.0,11.0,5.0,0.0,0.0,10.0,5.0,11.0,7.0,0.0,0.0,0.0,7.3,61.2,0.0,2.4,0.0,0.0,0.0
140000294,Gilbert Burns,35.0,Gilbert,Burns,Durinho,Welterweight,1986-07-20,70.0,170.0,71.0,20.0,4.0,0.0,0.0,14.0,5.0,12.0,0.0,0.0,2.0,0.0,7.4,86.1,5.1,1.5,19.3,19.3,38.6
140000295,Mike Davis,28.0,Mike,Davis,Beast Boy,Lightweight,1992-10-07,72.0,155.0,72.5,9.0,2.0,0.0,0.0,11.0,0.0,2.0,2.0,0.0,0.0,0.0,14.0,84.0,1.8,0.0,14.0,14.0,14.0
140000298,Andrei Arlovski,42.0,Andrei,Arlovski,The Pitbull,Heavyweight,1979-02-04,75.0,250.0,77.0,31.0,20.0,0.0,2.0,26.0,17.0,7.0,5.0,10.0,5.0,0.0,8.6,76.4,1.1,0.6,32.0,32.0,26.2
140000300,Ben Saunders,38.0,Ben,Saunders,Killa B,Welterweight,1983-04-13,74.0,170.0,77.5,22.0,13.0,2.0,0.0,14.0,14.0,12.0,2.0,0.0,0.0,0.0,7.7,77.5,0.5,3.1,12.5,12.5,12.5
140000301,Takashi Sato,31.0,Takashi,Sato,Ten,Welterweight,1990-06-09,70.0,170.0,73.0,16.0,4.0,0.0,0.0,17.0,2.0,5.0,7.0,0.0,2.0,0.0,7.5,58.6,1.3,0.0,15.4,15.4,0.0
140000302,Thomas Gifford,29.0,Thomas,Gifford,The Young Lion,Lightweight,1992-07-26,73.0,155.0,75.5,17.0,9.0,0.0,2.0,7.0,7.0,20.0,7.0,0.0,0.0,0.0,9.5,58.4,1.2,0.0,0.0,0.0,0.0
140000303,Roosevelt Roberts,27.0,Roosevelt,Roberts,The Predator,Lightweight,1994-02-11,74.0,155.0,73.0,10.0,2.0,0.0,1.0,7.0,0.0,12.0,2.0,0.0,0.0,0.0,7.2,75.9,4.2,2.6,0.0,0.0,23.7
140000304,John Lineker,31.0,John,Lineker,Hands of Stone,Bantamweight,1990-06-12,63.0,135.0,67.0,34.0,9.0,0.0,0.0,25.0,0.0,10.0,7.0,0.0,0.0,0.0,12.8,66.7,1.3,1.5,23.2,23.2,19.3
140000305,Ion Cutelaba,27.0,Ion,Cutelaba,The Hulk,Light Heavyweight,1993-12-14,73.0,206.0,75.0,15.0,6.0,1.0,1.0,19.0,5.0,5.0,5.0,0.0,0.0,0.0,12.0,66.2,8.8,0.0,20.1,20.1,10.4
140000306,Alex Oliveira,33.0,Alex,Oliveira,Cowboy,Welterweight,1988-02-21,71.0,171.0,76.0,22.0,10.0,1.0,2.0,19.0,2.0,12.0,14.0,0.0,0.0,0.0,6.8,89.7,5.6,1.3,17.6,17.6,17.6
140000307,Mike Perry,29.0,Mike,Perry,Platinum,Welterweight,1991-09-15,70.0,170.0,71.0,14.0,8.0,0.0,0.0,17.0,2.0,0.0,2.0,0.0,0.0,0.0,10.3,78.8,1.9,0.4,28.1,28.1,21.1
140000308,Dmitrii Smoliakov,39.0,Dmitrii,Smoliakov,The Lifeguard,Heavyweight,1982-08-05,74.0,262.0,74.0,9.0,3.0,0.0,0.0,10.0,5.0,12.0,2.0,0.0,0.0,0.0,3.4,65.7,0.0,0.0,0.0,0.0,0.0
140000309,Jacare Souza,41.0,Jacare,Souza,Jacare,Middleweight,1979-12-07,73.0,186.0,72.0,26.0,10.0,0.0,0.0,12.0,10.0,22.0,2.0,5.0,5.0,2.0,6.0,86.9,6.1,3.2,20.9,20.9,16.7
140000311,Cole Smith,32.0,Cole,Smith,The Cole Train,Bantamweight,1989-04-05,71.0,135.0,67.0,7.0,2.0,0.0,0.0,5.0,0.0,7.0,0.0,0.0,0.0,0.0,4.2,54.7,4.0,4.0,0.0,0.0,17.2
140000313,Juan Adams,29.0,Juan,Adams,The Kraken,Heavyweight,1992-01-16,77.0,266.0,80.0,5.0,3.0,0.0,0.0,12.0,5.0,0.0,0.0,0.0,0.0,0.0,10.9,86.0,2.2,0.0,19.3,19.3,0.0
140000315,Kyle Nelson,30.0,Kyle,Nelson,The Monster,Featherweight,1991-04-20,71.0,145.0,71.0,13.0,4.0,0.0,0.0,12.0,5.0,10.0,2.0,0.0,0.0,0.0,8.7,64.5,2.3,4.6,14.0,14.0,0.0
